username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
moomblr;2017-03-06 10:44;0;0;"Stinking loo forces Delhi-bound SpiceJet flight to divert to Hyderabad https:// nandangharat.wordpress.com/2017/03/06/sti nking-loo-forces-delhi-bound-spicejet-flight-to-divert-to-hyderabad …";;;;"838618799666524160";https://twitter.com/moomblr/status/838618799666524160
NewsStoryIndia;2017-03-06 10:41;0;0;"Stinking loo forces Delhi-bound SpiceJet flight to divert to Hyderabad: There were 184 passengers and four infants… http:// dlvr.it/NY8yFK";;;;"838617945005678594";https://twitter.com/NewsStoryIndia/status/838617945005678594
pioneernewsin;2017-03-06 10:38;0;0;"Bengaluru-Bound SpiceJet Flight Makes Unscheduled Landing Due To Stinky Toilets - http://www. pioneernews.in/2017/03/06/ben galuru-bound-spicejet-flight-makes-unscheduled-landing-due-to-stinky-toilets/ …";;;;"838617196188352512";https://twitter.com/pioneernewsin/status/838617196188352512
NTChennai;2017-03-06 10:32;0;0;"#SpiceJet flight diverted due to foul smell from lavatory http:// newstodaynet.com/index.php/2017 /03/06/spicejet-flight-diverted-due-to-foul-smell-from-lavatory/ … pic.twitter.com/RNQ9xfaNxt";;;#SpiceJet;"838615673152614400";https://twitter.com/NTChennai/status/838615673152614400
scoopwhoopnews;2017-03-06 10:31;1;3;"Bengaluru-bound #SpiceJet flight makes unscheduled landing due to stinky toilets http:// bit.ly/2mrmNrk pic.twitter.com/EJ4mtCDjd3";;;#SpiceJet;"838615545289322496";https://twitter.com/scoopwhoopnews/status/838615545289322496
awesummly;2017-03-06 10:30;0;0;"SpiceJet Flight Going From Bengaluru To Delhi Forced To Land Mid-Way Due To Stinking Toilets http://www. awesummly.com/news/3138667 #top #news pic.twitter.com/nsP8YCozi9";;;#top #news;"838615225033097216";https://twitter.com/awesummly/status/838615225033097216
scroll_in;2017-03-06 10:28;0;1;"Smelly bathroom forces Bengaluru-Delhi SpiceJet flight to be diverted to Hyderabad http:// bit.ly/2mJYea5";;;;"838614620332048385";https://twitter.com/scroll_in/status/838614620332048385
hashHyderabad;2017-03-06 10:27;0;0;"Smelly bathroom forces Bengaluru-Delhi SpiceJet flight to be diverted to Hyderabad - Scroll.in http:// ift.tt/2mcHsic #hyderabad";;;#hyderabad;"838614530628399105";https://twitter.com/hashHyderabad/status/838614530628399105
Aircrews;2017-03-06 10:24;0;0;"Argument over in- #flight meal takes ugly turn as SpiceJet crew ... - @Mid_Day : http:// fat.ly/8ec0";;@Mid_Day;#flight;"838613751326658560";https://twitter.com/Aircrews/status/838613751326658560
orbitcollection;2017-03-06 10:11;1;0;"SpiceJet Flight Going From Bengaluru To Delhi Forced To Land Mid-Way Due To Stinking Toilets http:// orbitcollection.in/news/957877/tw itter …";;;;"838610514590650370";https://twitter.com/orbitcollection/status/838610514590650370
thehansindiaweb;2017-03-06 10:08;0;0;"#SpiceJet flight diverted due to ‘extremely pungent’ smell in cockpit http:// ow.ly/Wy95309Cbd5";;;#SpiceJet;"838609734127218688";https://twitter.com/thehansindiaweb/status/838609734127218688
NameFieldmt;2017-03-06 09:58;1;0;"After the BA flight , Spicejet becomes a member of the 'mile high of the other kind club' http://www. thenewsminute.com/article/stinki ng-toilet-forces-diversion-spicejets-bengaluru-delhi-flight-58162 …";;;;"838607190457974785";https://twitter.com/NameFieldmt/status/838607190457974785
dhanyarajendran;2017-03-06 09:55;4;13;"Ugh. Stinking toilet forces diversion of Spicejet 's Bengaluru-Delhi flight http://www. thenewsminute.com/article/stinki ng-toilet-forces-diversion-spicejets-bengaluru-delhi-flight-58162 …";;;;"838606372711313409";https://twitter.com/dhanyarajendran/status/838606372711313409
RavindraSoni1;2017-03-06 09:38;0;0;"Delhi- Bound SpiceJet Flight Diverted Due To Foul Smell From Lavatory http:// businessfortnight.com/delhi-bound-sp icejet-flight-diverted-due-foul-smell-lavatory/ … pic.twitter.com/KjRBLrmRPb";;;;"838602039362011137";https://twitter.com/RavindraSoni1/status/838602039362011137
meghnadulani;2017-03-06 08:46;0;0;"#sg1086 #spicejet please switch on the AC once the passengers board the flight . #feelingsuffocated";;;#sg1086 #spicejet #feelingsuffocated;"838589166959001600";https://twitter.com/meghnadulani/status/838589166959001600
TOICitiesNews;2017-03-06 08:45;0;0;"TV anchor alleges threats for complaining about food in Delhi-Mumbai Spicejet flight http:// toi.in/Cxyqeb";;;;"838588900855566338";https://twitter.com/TOICitiesNews/status/838588900855566338
TOIMumbai;2017-03-06 08:45;0;1;"TV anchor alleges threats for complaining about food in Delhi-Mumbai Spicejet flight http:// toi.in/yNKv2a37";;;;"838588877136801794";https://twitter.com/TOIMumbai/status/838588877136801794
meghnadulani;2017-03-06 08:44;0;0;"#spicejet I really understand you are cutting low on cost. But not switching on the AC with a full flight is highly annoying and suffocating pic.twitter.com/frLNa544Ij";;;#spicejet;"838588479802003456";https://twitter.com/meghnadulani/status/838588479802003456
megameetei;2017-03-06 08:38;0;0;"SpiceJet Flight Diverted Due To Foul Smell From Lavatory http:// dlvr.it/NY7Ky4";;;;"838586981021958145";https://twitter.com/megameetei/status/838586981021958145
SachinAnalytics;2017-03-06 08:30;0;0;"Stinking toilet leads to diversion of Spicejet 's Bengaluru-Delhi flight http://www. business-standard.com/article/news-i ans/stinking-toilet-leads-to-diversion-of-spicejet-s-bengaluru-delhi-flight-117030500647_1.html#.WLzQtoi-vDY.twitter …";;;#;"838584970398486528";https://twitter.com/SachinAnalytics/status/838584970398486528
mw569256;2017-03-06 08:17;0;0;"A Delhi-bound SpiceJet flight from Bengaluru was diverted to Hyderabad on Sunday due to "extremely pungent" smell … http:// ln.is/www.ndtv.com/c ities/7pbKu …";;;;"838581671330983936";https://twitter.com/mw569256/status/838581671330983936
BangaloRRe;2017-03-06 08:03;0;0;"Stinking toilet forces diversion of Spicejet 's Bengaluru-Delhi flight http://www. rightrelevance.com/search/article s/hero?article=b6e777984001e6784c72d96559ae30ec7e052398&query=bangalore%20india&taccount=bangalorre … pic.twitter.com/7ajCf0ghFL";;;;"838578155954794497";https://twitter.com/BangaloRRe/status/838578155954794497
thenewsminute;2017-03-06 07:55;3;1;"Stinking toilet forces diversion of Spicejet 's Bengaluru-Delhi flight http://www. thenewsminute.com/article/stinki ng-toilet-forces-diversion-spicejets-bengaluru-delhi-flight-58162 … pic.twitter.com/gbk1Uivenb";;;;"838576118387081217";https://twitter.com/thenewsminute/status/838576118387081217
SrkRocksNRules;2017-03-06 07:47;0;0;"Stinking toilet leads to diversion of Spicejet 's Bengaluru-Delhi flight - Business Standard http:// bit.ly/2mJzG13 pic.twitter.com/q7WhzayEDb";;;;"838574128269410309";https://twitter.com/SrkRocksNRules/status/838574128269410309
Yugvani;2017-03-06 07:43;0;1;"Stinking toilet leads to diversion of Spicejet 's Bengaluru-Delhi flight - Business Standard http:// dlvr.it/NY6f88 #Yugvani";;;#Yugvani;"838573254528786432";https://twitter.com/Yugvani/status/838573254528786432
VendorNaija;2017-03-06 07:39;0;0;"[India] Stinking toilet leads to diversion of Spicejet 's Bengaluru-Delhi flight - Business… http:// dlvr.it/NY6ZHn http:// vendornaija.co.cc";;;;"838572138177032192";https://twitter.com/VendorNaija/status/838572138177032192
tuubol;2017-03-06 07:35;0;0;"SpiceJet Flight Towards Delhi Diverted Due To Foul Smell From Lavatory - NDTV http:// ln.is/www.ndtv.com/c ities/WiAiY … #IndiaNews";;;#IndiaNews;"838571228059271168";https://twitter.com/tuubol/status/838571228059271168
_airlines_;2017-03-06 07:34;0;0;"#SpiceJet Flight Diverted Due To Foul Smell From Lavatory. Read more: http:// owler.us/aclpOG $500285";;;#SpiceJet;"838570874592616448";https://twitter.com/_airlines_/status/838570874592616448
JessieBottcher;2017-03-06 07:26;0;0;"Stinking toilet leads to diversion of Spicejet 's Bengaluru-Delhi flight - Business Standard http:// ift.tt/2lQm3ch";;;;"838568908231688193";https://twitter.com/JessieBottcher/status/838568908231688193
TopFinNews;2017-03-06 07:25;0;0;"SpiceJet Flight Towards Delhi Diverted Due To Foul Smell From Lavatory - NDTV http:// dlvr.it/NY6PDf pic.twitter.com/WoCqIKGnWE";;;;"838568590609506304";https://twitter.com/TopFinNews/status/838568590609506304
vishalgaurav79;2017-03-06 07:17;0;0;"SpiceJet Flight Diverted Due To Foul Smell From Lavatory http:// ift.tt/2lQjQxB";;;;"838566623149707264";https://twitter.com/vishalgaurav79/status/838566623149707264
IndiaNews24x7;2017-03-06 07:17;0;0;"SpiceJet Flight Towards Delhi Diverted Due To Foul Smell From Lavatory - NDTV http:// dlvr.it/NY6J1b";;;;"838566588110381057";https://twitter.com/IndiaNews24x7/status/838566588110381057
ranaalikash;2017-03-06 07:16;0;0;"SpiceJet aircraft, operating flight from Bengaluru to Delhi, had to be diverted to Hyderab… http:// ln.is/www.ndtv.com/c ities/MjsnP … pic.twitter.com/sVny1vxwWI";;;;"838566371717971968";https://twitter.com/ranaalikash/status/838566371717971968
NewsStoryIndia;2017-03-06 07:15;0;0;"SpiceJet Flight Diverted Due To Foul Smell From Lavatory: A Delhi-bound SpiceJet flight from Bengaluru was diverted… http:// dlvr.it/NY6HDR pic.twitter.com/wGwOfW2tM4";;;;"838566221821812736";https://twitter.com/NewsStoryIndia/status/838566221821812736
SrkRocksNRules;2017-03-06 07:13;0;0;"SpiceJet Flight Towards Delhi Diverted Due To Foul Smell From Lavatory - NDTV http:// bit.ly/2mJueev pic.twitter.com/82GHt2rJRS";;;;"838565572832976897";https://twitter.com/SrkRocksNRules/status/838565572832976897
Yugvani;2017-03-06 07:10;0;0;"SpiceJet Flight Towards Delhi Diverted Due To Foul Smell From Lavatory - NDTV http:// dlvr.it/NY6Cqn #Yugvani";;;#Yugvani;"838564810807631872";https://twitter.com/Yugvani/status/838564810807631872
_QuickieNews;2017-03-06 07:09;0;0;"SpiceJet Flight Towards Delhi Diverted Due To Foul Smell From Lavatory - NDTV http:// news.google.com/news/url?sa=t& fd=R&ct2=in&usg=AFQjCNFSa3KQ2dVQTvhVvSKMA_mH4UGhVw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779408957964&ei=yL28WIiINISQ3AGgzZvACg&url=http://www.ndtv.com/cities/spicejet-flight-towards-delhi-diverted-due-to-foul-smell-from-lavatory-1666464 …";;;;"838564625369219073";https://twitter.com/_QuickieNews/status/838564625369219073
indianews101;2017-03-06 07:09;0;0;"TopNews: SpiceJet Flight Towards Delhi Diverted Due To Foul Smell From Lavatory - NDTV http:// ift.tt/2lukSDa";;;;"838564561007542272";https://twitter.com/indianews101/status/838564561007542272
DeMOCKERYcy;2017-03-06 07:09;0;0;"" SpiceJet Flight Towards Delhi Diverted Due To Foul Smell From Lavatory - NDTV" http:// ift.tt/2mV10Gn";;;;"838564544662368256";https://twitter.com/DeMOCKERYcy/status/838564544662368256
KashyapDeepak83;2017-03-06 07:06;0;0;"SpiceJet Flight Towards Delhi Diverted Due To Foul Smell From Lavatory - NDTV http:// dlvr.it/NY69BR pic.twitter.com/wwQrg6ELSv";;;;"838563843336892416";https://twitter.com/KashyapDeepak83/status/838563843336892416
NewsStoryIndia;2017-03-06 07:06;0;0;"SpiceJet Flight Towards Delhi Diverted Due To Foul Smell From Lavatory - NDTV: NDTV SpiceJet Flight Towards Delhi… http:// dlvr.it/NY691t";;;;"838563829529260032";https://twitter.com/NewsStoryIndia/status/838563829529260032
newsatire;2017-03-06 07:06;0;0;"SpiceJet Flight Towards Delhi Diverted Due To Foul Smell From Lavatory http://www. ndtv.com/cities/spiceje t-flight-towards-delhi-diverted-due-to-foul-smell-from-lavatory-1666464 …";;;;"838563790593605632";https://twitter.com/newsatire/status/838563790593605632
ranaalikash;2017-03-06 07:01;0;0;"A few minutes into the flight , the 188 passengers on a Bangalore-Delhi SpiceJet flight com… http:// ift.tt/2mJjT2l pic.twitter.com/ZWAMKKWCYs";;;;"838562669116424192";https://twitter.com/ranaalikash/status/838562669116424192
hashBengaluru;2017-03-06 07:00;0;0;"Stinking toilet leads to diversion of Spicejet 's Bengaluru-Delhi flight - Business Standard http:// ift.tt/2lMfPJD #Bengaluru";;;#Bengaluru;"838562424814993408";https://twitter.com/hashBengaluru/status/838562424814993408
india_breaking;2017-03-06 06:55;0;0;"SpiceJet Flight Towards Delhi Diverted Due To Foul Smell From Lavatory – NDTV https:// indbreaking.wordpress.com/2017/03/06/spi cejet-flight-towards-delhi-diverted-due-to-foul-smell-from-lavatory-ndtv …";;;;"838561160978907136";https://twitter.com/india_breaking/status/838561160978907136
ranaalikash;2017-03-06 06:53;0;0;"A few minutes into the flight , the 188 passengers on a Bangalore-Delhi SpiceJet flight com… http:// ln.is/indiatimes.com /uFltw … pic.twitter.com/bR9U4tVWLf";;;;"838560619699793921";https://twitter.com/ranaalikash/status/838560619699793921
kinjal250192;2017-03-06 06:46;0;0;"#followme #rt SpiceJet Flight Diverted Due To Foul Smell From Lavatory http:// dlvr.it/NY5vJQ #followme #retweet pic.twitter.com/LRyR1t3WA1";;;#followme #rt #followme #retweet;"838558776978354176";https://twitter.com/kinjal250192/status/838558776978354176
thus_spake;2017-03-06 06:32;0;0;"A few minutes into the flight , the 188 passengers on a Bangalore-Delhi SpiceJet flight complained of the smell c... http:// timesofindia.indiatimes.com/india/stinking -toilet-grounds-flight/articleshow/57485931.cms …";;;;"838555462912069632";https://twitter.com/thus_spake/status/838555462912069632
JessieBottcher;2017-03-06 06:26;0;0;"SpiceJet flight from Bengaluru diverted to Hyderabad due to foul smell from lavatory - Daily News & Analysis http:// ift.tt/2mtvqlw";;;;"838553850554507264";https://twitter.com/JessieBottcher/status/838553850554507264
Aircrews;2017-03-06 06:02;0;0;"Argument over in- #flight meal takes ugly turn as SpiceJet crew 'abuses' couple from Mumbai - @Mid_Day : http:// fat.ly/cqgL";;@Mid_Day;#flight;"838547808760143872";https://twitter.com/Aircrews/status/838547808760143872
indian24news;2017-03-06 03:38;0;0;"SpiceJet flight diverted due to foul smell from lavatory https:// goo.gl/W22nfH #news #India pic.twitter.com/eBKTmDnOGR";;;#news #India;"838511454336745474";https://twitter.com/indian24news/status/838511454336745474
TickTickNews;2017-03-06 02:00;0;0;"SpiceJet Flight Diverted Due to “Foul Smell” From Lavatory http:// tickticknews.com/spicejet-fligh t-diverted-due-to-foul-smell-from-lavatory/ …";;;;"838487023283494912";https://twitter.com/TickTickNews/status/838487023283494912
allthenewsindia;2017-03-06 01:49;0;0;"SpiceJet flight diverted due to foul smell from lavatory - The Indian Express http:// news.google.com/news/url?sa=t& fd=R&ct2=in&usg=AFQjCNGwH76BZ2y3g1kZdY_qasai2mI9ig&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779408957964&ei=onK8WNi-J4aghAGg7bbIAg&url=http%3A%2F%2Findianexpress.com%2Farticle%2Findia%2Fspicejet-flight-diverted-due-to-foul-smell-from-lavatory%2F&utm_source=dlvr.it&utm_medium=twitter … | http:// NewsInTweets.com pic.twitter.com/7lYxI38BiQ";;;;"838484025362661376";https://twitter.com/allthenewsindia/status/838484025362661376
FreedomPress15;2017-03-06 00:59;0;0;"Stinking toilet leads to diversion of Spicejet ’s Bengaluru-Delhi flight http:// ift.tt/2lLTBr0";;;;"838471514282409987";https://twitter.com/FreedomPress15/status/838471514282409987
mw569256;2017-03-06 00:27;0;0;"SpiceJet flight diverted due to foul smell from lavatory by via India – The Indian Express http:// ln.is/indianexpress. com/ar/p0SUK …";;;;"838463458882498567";https://twitter.com/mw569256/status/838463458882498567
orbitcollection;2017-03-06 00:19;0;1;"SpiceJet flight diverted due to foul smell from lavatory http:// orbitcollection.in/news/957320/tw itter … pic.twitter.com/XvYChOHZie";;;;"838461532396609536";https://twitter.com/orbitcollection/status/838461532396609536
newssummeduphq;2017-03-06 00:18;0;0;"SpiceJet flight diverted due to foul smell from lavatory http://www. newssummedup.com/a/iyfxsq";;;;"838461250602414081";https://twitter.com/newssummeduphq/status/838461250602414081
indiannews7;2017-03-06 00:13;0;0;"Spicejet Bengaluru Delhi Flight Diverted Due To Foul Smell From Toilet – टॉयलेट में बदबू की… http://www. newweb7.com/hindi-news/spi cejet-bengaluru-delhi-flight-diverted-due-to-foul-smell-from-toilet/ … pic.twitter.com/BvUsdBhoWP";;;;"838460009163927552";https://twitter.com/indiannews7/status/838460009163927552
orbitcollection;2017-03-06 00:05;0;0;"SpiceJet flight diverted due to foul smell from lavatory http:// orbitcollection.in/news/957310/tw itter … pic.twitter.com/UVZwZrvfed";;;;"838458012708659200";https://twitter.com/orbitcollection/status/838458012708659200
MechanicalBaba;2017-03-05 23:57;0;0;"SpiceJet flight diverted due to foul smell from lavatory http:// indianexpress.com/article/india/ spicejet-flight-diverted-due-to-foul-smell-from-lavatory/ … … pic.twitter.com/GBV7L60NiF";;;;"838455886070743040";https://twitter.com/MechanicalBaba/status/838455886070743040
AtimanarjNews;2017-03-05 23:46;0;0;"SpiceJet Flight Diverted due to Foul Smell From Lavatory - A city-bound SpiceJet flight from Bengaluru was on S... http:// ow.ly/8mFL509YKkE";;;;"838453185555611648";https://twitter.com/AtimanarjNews/status/838453185555611648
MusafirNamah;2017-03-05 23:40;0;0;"#SpiceJet flight diverted due to foul smell from lavatory. http:// buff.ly/2lOxCAI #truestory #travelnews #aviation";;;#SpiceJet #truestory #travelnews #aviation;"838451644442554368";https://twitter.com/MusafirNamah/status/838451644442554368
MahiSin42508589;2017-03-05 23:40;1;0;"aapke indiGo se to SpiceJet Acsha he jo 5mimute to shambhal lete he aapki flight job let hoti he tb aapke rulls kha jate he";;;;"838451570241064960";https://twitter.com/MahiSin42508589/status/838451570241064960
RkIndolia;2017-03-05 23:39;0;1;"SpiceJet flight diverted due to foul smell from lavatory http:// dlvr.it/NY04FD pic.twitter.com/UZZMbhVvc2";;;;"838451348437778432";https://twitter.com/RkIndolia/status/838451348437778432
mw569256;2017-03-05 23:13;0;0;"SpiceJet flight diverted due to foul smell from lavatory by via India – The Indian Express http:// ln.is/indianexpress. com/ar/TDW4Q …";;;;"838444844519469056";https://twitter.com/mw569256/status/838444844519469056
NewsTrendsToday;2017-03-05 23:13;0;0;"SpiceJet flight diverted from Bengaluru to Hyderabad due to foul smell from lavatory http:// newstrends.today/2017/03/spicej et-flight-diverted-from-bengaluru-to-hyderabad-due-to-foul-smell-from-lavatory/ … pic.twitter.com/yqQTRK0sxx";;;;"838444806590316544";https://twitter.com/NewsTrendsToday/status/838444806590316544
RkIndolia;2017-03-05 23:06;0;0;"SpiceJet flight diverted due to foul smell from lavatory http:// dlvr.it/NXzb5s pic.twitter.com/HWwg59uodn";;;;"838443035029454856";https://twitter.com/RkIndolia/status/838443035029454856
MechanicalBaba;2017-03-05 23:06;0;0;"#India SpiceJet flight diverted due to foul smell from lavatory";;;#India;"838443024304648193";https://twitter.com/MechanicalBaba/status/838443024304648193
ranaalikash;2017-03-05 23:03;0;0;"New Delhi: A city-bound SpiceJet flight from Bengaluru was on Sunday diverted to Hyderabad… http:// ift.tt/2mTEjCx pic.twitter.com/Q3Oe7ZSG8X";;;;"838442413148540928";https://twitter.com/ranaalikash/status/838442413148540928
orbitcollection;2017-03-05 23:03;0;0;"SpiceJet Flight Diverted due to Foul Smell From Lavatory http:// orbitcollection.in/news/957222/tw itter …";;;;"838442409046360064";https://twitter.com/orbitcollection/status/838442409046360064
hashHyderabad;2017-03-05 23:02;1;1;"Delhi-bound Spicejet flight diverted to Hyderabad due to foul smell from lavatory - Firstpost http:// ift.tt/2n2wfP8 #hyderabad";;;#hyderabad;"838442015872385024";https://twitter.com/hashHyderabad/status/838442015872385024
abhishekm067;2017-03-05 22:52;0;0;"New Delhi-bound #SpiceJet flight from Bengaluru diverted to Hyderabad due to pungent smell in cockpit emanating from plane's front lavatory.";;;#SpiceJet;"838439613769334785";https://twitter.com/abhishekm067/status/838439613769334785
OLBNNews;2017-03-05 22:42;0;2;"New Delhi-bound #SpiceJet flight from Bengaluru diverted to Hyderabad due to pungent smell in cockpit emanating from plane's front lavatory.";;;#SpiceJet;"838437088139874304";https://twitter.com/OLBNNews/status/838437088139874304
Zahrakomal1;2017-03-05 22:39;0;0;"SpiceJet flight diverted due to foul smell from lavatory http:// indianexpress.com/article/india/ spicejet-flight-diverted-due-to-foul-smell-from-lavatory/ … pic.twitter.com/L82HIGhAsZ https:// twitter.com/IndianExpress/ status/838434709495394304 …";;;;"838436412152295431";https://twitter.com/Zahrakomal1/status/838436412152295431
PranajaliSingh;2017-03-05 22:37;0;0;"#NewDelhi -bound #SpiceJet flight from Bengaluru diverted to #Hyderabad due to pungent smell in cockpit emanating from plane's front lavatory";;;#NewDelhi #SpiceJet #Hyderabad;"838435895581765632";https://twitter.com/PranajaliSingh/status/838435895581765632
vishalkumarg87;2017-03-05 22:37;0;0;"#NewDelhi -bound #SpiceJet flight from Bengaluru diverted to #Hyderabad due to pungent smell in cockpit emanating from plane's front lavatory";;;#NewDelhi #SpiceJet #Hyderabad;"838435837419356160";https://twitter.com/vishalkumarg87/status/838435837419356160
indiatvnews;2017-03-05 22:35;1;7;"#NewDelhi -bound #SpiceJet flight from Bengaluru diverted to #Hyderabad due to pungent smell in cockpit emanating from plane's front lavatory";;;#NewDelhi #SpiceJet #Hyderabad;"838435362410225665";https://twitter.com/indiatvnews/status/838435362410225665
awesummly;2017-03-05 22:35;0;0;"Delhi-bound Spicejet flight diverted to Hyderabad due to foul smell from lavatory http://www. awesummly.com/news/3136644 #top #news pic.twitter.com/rhy21d0EeI";;;#top #news;"838435324418109441";https://twitter.com/awesummly/status/838435324418109441
IndianExpress;2017-03-05 22:33;9;18;"SpiceJet flight diverted due to foul smell from lavatory http:// indianexpress.com/article/india/ spicejet-flight-diverted-due-to-foul-smell-from-lavatory/ … pic.twitter.com/FeyPOvQ1VV";;;;"838434709495394304";https://twitter.com/IndianExpress/status/838434709495394304
shashankS3007;2017-03-05 22:29;0;0;"New Delhi-bound #SpiceJet flight from Bengaluru diverted to Hyderabad due to pungent smell in cockpit emanating from plane's front lavatory.";;;#SpiceJet;"838433769430396930";https://twitter.com/shashankS3007/status/838433769430396930
durontorajdhani;2017-03-05 22:29;0;0;"New Delhi-bound #SpiceJet flight from Bengaluru diverted to Hyderabad due to pungent smell in cockpit emanating from plane's front lavatory.";;;#SpiceJet;"838433744331685888";https://twitter.com/durontorajdhani/status/838433744331685888
achandra16;2017-03-05 22:27;0;0;"New Delhi-bound #SpiceJet flight from Bengaluru diverted to Hyderabad due to pungent smell in cockpit emanating from plane's front lavatory.";;;#SpiceJet;"838433186178703360";https://twitter.com/achandra16/status/838433186178703360
PTI_News;2017-03-05 22:26;23;24;"New Delhi-bound #SpiceJet flight from Bengaluru diverted to Hyderabad due to pungent smell in cockpit emanating from plane's front lavatory.";;;#SpiceJet;"838433000081747969";https://twitter.com/PTI_News/status/838433000081747969
TrendingNowInc;2017-03-05 22:16;0;0;"New post ( SpiceJet Flight Diverted due to Foul Smell From Lavatory) has been published on Trending Now - http:// blog.konkanitube.in/spicejet-fligh t-diverted-due-to-foul-smell-from-lavatory/ …";;;;"838430452872544257";https://twitter.com/TrendingNowInc/status/838430452872544257
todaymaharasht1;2017-03-05 22:15;0;0;"Stinking toilet leads to diversion of Spicejet 's Bengaluru-Delhi flight - http://www. maharashtratoday.in/stinking-toile t-leads-diversion-spicejets-bengaluru-delhi-flight/10 … pic.twitter.com/bIesJTTVdc";;;;"838430287256256513";https://twitter.com/todaymaharasht1/status/838430287256256513
OnmanoramaLive;2017-03-05 22:13;0;0;"#SpiceJet flight makes unscheduled landing due to foul smell from lavatory | http:// english.manoramaonline.com/news/nation/sp icejet-flight-makes-unscheduled-landing-due-to-foul-smell.html …";;;#SpiceJet;"838429843389730818";https://twitter.com/OnmanoramaLive/status/838429843389730818
orbitcollection;2017-03-05 22:05;0;0;"SpiceJet flight diverted from Bengaluru to Hyderabad due to foul smell from lavatory http:// orbitcollection.in/news/957233/tw itter …";;;;"838427809353650176";https://twitter.com/orbitcollection/status/838427809353650176
hashHyderabad;2017-03-05 22:02;0;0;"SpiceJet flight diverted from Bengaluru to Hyderabad due to foul smell from lavatory - Financial Express http:// ift.tt/2lObYN3 #hyderabad";;;#hyderabad;"838426989497286657";https://twitter.com/hashHyderabad/status/838426989497286657
_airlines_;2017-03-05 21:48;0;0;"#SpiceJet flight diverted from Bengaluru to Hyderabad due to foul smell from lavatory. Read more: http:// owler.us/aclmhn $500285";;;#SpiceJet;"838423457159249920";https://twitter.com/_airlines_/status/838423457159249920
ZyiteGadgets;2017-03-05 21:46;0;0;"SpiceJet flight diverted from Bengaluru to Hyderabad due to foul smell from lavatory http:// ow.ly/6KIo509YEmA";;;;"838422938412007424";https://twitter.com/ZyiteGadgets/status/838422938412007424
FinancialXpress;2017-03-05 21:43;1;6;"#SpiceJet flight diverted from #Bengaluru to #Hyderabad due to foul smell from lavatory http://www. financialexpress.com/industry/spice jet-flight-diverted-from-bengaluru-to-hyderabad-due-to-foul-smell-from-lavatory/576036/ …";;;#SpiceJet #Bengaluru #Hyderabad;"838422188084486144";https://twitter.com/FinancialXpress/status/838422188084486144
SuryaMurali48;2017-03-05 21:35;0;1;"@flyspicejet @SpiceJetRBLX suck big time.Making us wait indefinitely(more than 3 hours)for 1 hr flight .Most unpunctual.Never take spicejet .";;@flyspicejet @SpiceJetRBLX;;"838420237791842304";https://twitter.com/SuryaMurali48/status/838420237791842304
NRIPress;2017-03-05 21:26;0;0;"Stinking toilet leads to diversion of Spicejet ’s Bengaluru-Delhi flight https:// goo.gl/fb/O85w7V #bollywood #bbc";;;#bollywood #bbc;"838417853921574912";https://twitter.com/NRIPress/status/838417853921574912
NorthEastToday;2017-03-05 21:23;0;0;"Stinking Toilet Leads to Diversion of Spicejet ’s Bengaluru-Delhi Flight http://www. northeasttoday.in/stinking-toile t-leads-to-diversion-of-spicejets-bengaluru-delhi-flight/ …";;;;"838417241586593796";https://twitter.com/NorthEastToday/status/838417241586593796
hashHyderabad;2017-03-05 21:12;1;1;"SpiceJet flight from Bengaluru diverted to Hyderabad due to foul smell from lavatory - The New Indian Express http:// ift.tt/2lOd0sl #hyd …";;;#hyd;"838414383399174144";https://twitter.com/hashHyderabad/status/838414383399174144
yash_news;2017-03-05 21:10;0;0;"Stinking toilet leads to diversion of Spicejet ’s Bengaluru-Delhi flight http:// ift.tt/2msDvqG";;;;"838413891105345538";https://twitter.com/yash_news/status/838413891105345538
MusafirNamah;2017-03-05 21:09;2;0;"SpiceJet flight diverted due to foul smell from lavatory http:// bit.ly/2m8qmkd #spicejet #flight #aviation #flightdiversion";;;#spicejet #flight #aviation #flightdiversion;"838413647697174528";https://twitter.com/MusafirNamah/status/838413647697174528
only24news24;2017-03-05 21:00;0;0;"Stinking toilet leads to diversion of Spicejet 's Bengaluru-Delhi flight http:// only24news.com/story/154203/s tinking-toilet-leads-to-diversion-of-spicejets-bengaluru-delhi-flight.html …";;;;"838411284001538051";https://twitter.com/only24news24/status/838411284001538051
yespunjab;2017-03-05 20:59;0;1;"Stinking toilet leads to diversion of #Spicejet 's #Bengaluru - #Delhi flight http:// ow.ly/Nt2v309BiMN pic.twitter.com/BowiMF7PWE";;;#Spicejet #Bengaluru #Delhi;"838411051418927105";https://twitter.com/yespunjab/status/838411051418927105
BawaHS;2017-03-05 20:59;0;0;"Stinking toilet leads to diversion of #Spicejet 's #Bengaluru - #Delhi flight http:// ow.ly/Nt2v309BiMN pic.twitter.com/TJENfm1bKc";;;#Spicejet #Bengaluru #Delhi;"838411051351879682";https://twitter.com/BawaHS/status/838411051351879682
vintareddy;2017-03-05 20:49;0;0;"SpiceJet Flight Diverted Due To Foul Smell From Lavatory http:// dlvr.it/NXxS97 pic.twitter.com/eDNO1JZbEl";;;;"838408532089176064";https://twitter.com/vintareddy/status/838408532089176064
